@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
1268,'2018/02/16 17:42:50:093',16,301.065308,304.887146,57.02911,431.678589,318.532654,75.825462,482.823792,305.421875,77.120178,554.348389,310.319214,72.656624,558.749451,351.031616,58.126568,470.740875,314.267944,50.254063,0,0,0,0,1,0.675308,0.194534,0.624508
1269,'2018/02/16 17:42:50:143',16,299.763397,304.914001,57.045456,431.223755,318.958923,75.83403,482.285004,305.786072,77.11911,553.728516,310.61145,72.623962,558.264038,350.848755,58.090767,469.856262,314.246948,50.26009,0,0,0,0,1,0.675308,0.194534,0.624508
1270,'2018/02/16 17:42:50:192',16,298.785889,304.943787,57.00132,430.978973,319.295837,75.829895,482.214142,305.988068,77.116409,553.526855,310.947723,72.604904,558.02533,350.965637,58.043087,469.582306,314.214783,50.255135,0,0,0,0,1,0.675308,0.194534,0.624508
1271,'2018/02/16 17:42:50:241',16,298.25708,305.058716,56.985844,430.574829,319.480927,75.833717,482.104858,306.165161,77.119301,553.410645,311.164307,72.596985,557.90863,351.069611,58.014297,469.461273,314.193787,50.25341,0,0,0,0,1,0.675308,0.194534,0.624508
1272,'2018/02/16 17:42:50:292',16,297.757935,304.954956,57.013733,430.309662,319.545898,75.848465,482.154968,306.328796,77.128304,553.412537,311.386047,72.585526,557.701477,351.137512,57.966091,469.289795,314.033569,50.255203,0,0,0,0,1,0.675308,0.194534,0.624508
1273,'2018/02/16 17:42:50:341',16,297.037109,304.871521,56.997791,429.497833,319.381653,75.86544,482.038483,306.359131,77.13517,553.266663,311.652344,72.578453,557.431641,351.243225,57.92881,469.16861,313.89209,50.255222,0,0,0,0,1,0.675308,0.194534,0.624508
1274,'2018/02/16 17:42:50:391',16,296.404022,304.842346,56.963009,429.063171,319.226013,75.867752,481.648987,306.422363,77.131294,553.076355,311.815826,72.565674,557.217651,351.32666,57.897556,469.092987,313.789368,50.245544,0,0,0,0,1,0.675308,0.194534,0.624508
1275,'2018/02/16 17:42:50:441',16,296.076874,304.832031,56.950653,428.721771,319.160309,75.869568,481.364166,306.489777,77.129021,552.674438,312.050232,72.565247,557.080322,351.424194,57.878597,469.025177,313.781433,50.239288,0,0,0,0,1,0.675308,0.194534,0.624508
1276,'2018/02/16 17:42:50:491',16,295.967224,304.786804,56.931366,428.365082,319.092468,75.870018,481.096741,306.53125,77.12635,552.48999,312.182678,72.565559,557.05658,351.537109,57.874794,469.106873,313.816193,50.233425,0,0,0,0,1,0.675308,0.194534,0.624508
1277,'2018/02/16 17:42:50:541',16,295.965729,304.762726,56.931934,427.977295,319.077759,75.870018,480.887482,306.575836,77.126701,552.16626,312.404816,72.571014,556.812012,351.688751,57.860771,469.14679,313.820435,50.230629,0,0,0,0,1,0.675308,0.194534,0.624508
1278,'2018/02/16 17:42:50:591',16,296.033386,304.814209,56.979904,427.923981,318.75769,75.868927,481.044373,306.483887,77.126671,552.24884,312.422272,72.572342,556.415344,351.777344,57.827915,469.425354,313.527222,50.226437,0,0,0,0,1,0.675308,0.194534,0.624508
1279,'2018/02/16 17:42:50:642',16,296.160156,304.696472,56.987164,427.56604,318.5271,75.870537,480.828003,306.42804,77.131187,551.974609,312.49646,72.590118,555.98761,351.969666,57.823364,469.621704,313.466248,50.227688,0,0,0,0,1,0.675308,0.194534,0.624508
1280,'2018/02/16 17:42:50:691',16,296.174683,304.496643,56.971375,427.566345,318.271057,75.880577,480.778442,306.316681,77.131699,551.824829,312.495941,72.596474,555.52356,352.155365,57.811256,469.726868,313.539856,50.230049,0,0,0,0,1,0.675308,0.194534,0.624508
1281,'2018/02/16 17:42:50:741',16,296.178619,304.222321,56.96608,427.577271,318.109558,75.893059,480.877747,306.215637,77.131065,551.756592,312.620026,72.590637,555.225708,352.262512,57.796524,469.710114,313.613129,50.232983,0,0,0,0,1,0.675308,0.194534,0.624508
1282,'2018/02/16 17:42:50:791',16,296.312073,303.746521,56.999027,427.779175,317.913208,75.918915,481.030731,306.095459,77.133904,551.870972,312.6409,72.577927,554.953125,352.309662,57.777874,469.647339,313.70575,50.242332,0,0,0,0,1,0.675308,0.194534,0.624508
1283,'2018/02/16 17:42:50:841',16,296.391235,303.333954,56.992905,428.047089,317.693604,75.942429,481.244751,305.861206,77.147293,552.140442,312.504761,72.581902,554.996521,352.122162,57.754326,469.865967,313.554962,50.257717,0,0,0,0,1,0.675308,0.194534,0.624508
1284,'2018/02/16 17:42:50:891',16,297.170166,302.706543,56.962795,428.840973,316.870239,75.975861,482.153687,304.991394,77.193024,553.1745,311.645874,72.637917,555.730103,351.276855,57.722744,471.201111,312.611664,50.298553,0,0,0,0,1,0.675308,0.194534,0.624508
1285,'2018/02/16 17:42:50:942',16,297.663849,302.467804,56.900978,428.928467,316.423279,75.965401,482.243774,304.648865,77.200974,553.401184,311.286804,72.673241,555.626831,351.112427,57.672615,472.024292,312.289856,50.302139,0,0,0,0,1,0.675308,0.194534,0.624508
1286,'2018/02/16 17:42:50:992',16,298.218079,302.128296,56.789825,428.928253,315.799957,75.905258,482.224701,303.940735,77.169998,553.546631,310.552063,72.677681,555.280945,350.594635,57.529781,472.898987,311.570679,50.264481,0,0,0,0,1,0.675308,0.194534,0.624508
1287,'2018/02/16 17:42:51:043',16,298.470184,302.109619,56.715565,428.974579,315.610962,75.840965,482.199677,303.625122,77.126114,553.632874,310.143372,72.647209,554.986267,350.250916,57.392628,473.285278,311.088135,50.21328,0,0,0,0,1,0.675308,0.194534,0.624508
1288,'2018/02/16 17:42:51:091',16,298.596619,302.039734,56.671329,428.907837,315.376038,75.80175,482.1763,303.360962,77.097305,553.56311,309.808716,72.627998,554.801025,349.988861,57.331795,473.393005,310.772949,50.180462,0,0,0,0,1,0.675308,0.194534,0.624508
1289,'2018/02/16 17:42:51:141',16,298.814178,301.722473,56.647026,428.692932,315.084351,75.752083,482.138184,303.184692,77.073135,553.433167,309.606934,72.612968,554.608643,349.561218,57.265785,473.516357,310.129944,50.143089,0,0,0,0,1,0.675308,0.194534,0.624508
1290,'2018/02/16 17:42:51:191',16,298.837738,301.669006,56.660488,428.841583,314.989319,75.758995,482.510803,303.149597,77.077148,553.68512,309.53244,72.611465,554.53772,349.53302,57.266582,473.5047,310.079834,50.146748,0,0,0,0,1,0.675308,0.194534,0.624508
1291,'2018/02/16 17:42:51:243',16,298.931885,301.605225,56.6959,428.848785,314.784973,75.77066,482.692627,302.929077,77.088776,553.774597,309.341187,72.625038,554.338745,349.470886,57.252106,473.529846,309.938873,50.159389,0,0,0,0,1,0.675308,0.194534,0.624508
1292,'2018/02/16 17:42:51:290',16,298.887146,301.57489,56.702045,428.643982,314.552979,75.778206,482.690857,302.726196,77.099319,553.687866,309.201843,72.639915,553.952454,349.441589,57.209396,473.494629,309.828003,50.169994,0,0,0,0,1,0.675308,0.194534,0.624508
1293,'2018/02/16 17:42:51:342',16,299.045837,301.156555,56.588699,427.268097,314.650543,75.71125,481.283112,302.9935,77.143898,552.502747,309.187561,72.751663,553.007385,348.804199,57.032852,474.099915,308.453003,50.178761,0,0,0,0,1,0.675308,0.194534,0.624508
1294,'2018/02/16 17:42:51:391',16,299.275635,301.556335,56.621696,426.827301,314.61911,75.677719,480.881897,303.076447,77.148361,552.068604,309.2435,72.785141,552.136841,348.838379,56.925503,474.279633,308.020172,50.17067,0,0,0,0,1,0.675308,0.194534,0.624508
1295,'2018/02/16 17:42:51:443',16,299.424622,301.82843,56.66452,426.866669,314.549194,75.673492,480.855469,303.094238,77.144348,551.948364,309.34198,72.790115,551.543823,349.130798,56.897488,474.256531,308.113953,50.165867,0,0,0,0,1,0.675308,0.194534,0.624508
1296,'2018/02/16 17:43:00:031',17,380.755859,352.357544,54.835854,388.013214,304.479309,76.002319,453.007782,300.546326,78.34903,521.242004,305.729614,74.98909,578.414673,313.397217,66.845673,451.188782,301.275696,51.296707,1,0,0,0,0,0.25103,0.61587,0.396902
1297,'2018/02/16 17:43:00:081',17,381.096313,352.490479,54.769569,388.144989,304.240479,75.997665,453.108673,300.319366,78.339828,521.31311,305.621521,74.97644,578.633667,313.114532,66.824532,451.189453,301.141052,51.285744,1,0,0,0,0,0.25103,0.61587,0.396902
1298,'2018/02/16 17:43:00:132',17,381.500092,352.639954,54.71759,388.263336,304.052643,75.997467,453.184479,300.013855,78.337135,521.402466,305.447662,74.972,578.777344,312.871429,66.813782,451.18988,301.058594,51.27903,1,0,0,0,0,0.25103,0.61587,0.396902
1299,'2018/02/16 17:43:00:181',17,381.648956,352.720947,54.685379,388.321075,303.934418,75.997025,453.205566,299.822937,78.335037,521.450745,305.337097,74.969322,578.855164,312.695892,66.808655,451.190155,301.002869,51.27449,1,0,0,0,0,0.25103,0.61587,0.396902
1300,'2018/02/16 17:43:00:232',17,381.754669,352.802979,54.654705,388.315186,303.839661,75.996506,453.109558,299.681091,78.333893,521.445313,305.293335,74.967438,578.862,312.628784,66.806,451.190948,300.958649,51.271679,1,0,0,0,0,0.25103,0.61587,0.396902
1301,'2018/02/16 17:43:00:283',17,381.71402,352.821411,54.625168,388.254517,303.687744,75.99601,452.859161,299.507202,78.33329,521.341797,305.218262,74.968643,578.800354,312.60791,66.805191,451.196899,300.876892,51.269199,1,0,0,0,0,0.25103,0.61587,0.396902
1302,'2018/02/16 17:43:00:331',17,381.642639,352.823792,54.601009,388.187958,303.555115,75.995346,452.631866,299.321045,78.333603,521.241455,305.131042,74.97113,578.703491,312.507263,66.810638,451.212372,300.804077,51.26759,1,0,0,0,0,0.25103,0.61587,0.396902
1303,'2018/02/16 17:43:00:381',17,381.519287,352.747437,54.583294,388.046936,303.362671,75.995148,452.461975,299.138489,78.335335,521.094177,304.929108,74.977623,578.607239,312.414276,66.817932,451.235474,300.699524,51.26762,1,0,0,0,0,0.25103,0.61587,0.396902
1304,'2018/02/16 17:43:00:431',17,381.381012,352.71759,54.571136,387.927521,303.230103,75.995125,452.233032,298.94281,78.337112,520.94342,304.744934,74.983215,578.453308,312.235718,66.831131,451.248474,300.640747,51.267635,1,0,0,0,0,0.25103,0.61587,0.396902
1305,'2018/02/16 17:43:00:481',17,381.161865,352.61203,54.562099,387.728516,303.041687,75.999458,451.995819,298.740967,78.342705,520.71106,304.603821,74.992462,578.265381,312.034851,66.845375,451.228546,300.532349,51.271271,1,0,0,0,0,0.25103,0.61587,0.396902
1306,'2018/02/16 17:43:00:531',17,380.833282,352.414429,54.560005,387.508636,302.814331,76.009865,451.557037,298.488342,78.352646,520.417969,304.330627,75.007248,578.036377,311.867096,66.861053,451.149719,300.367615,51.280544,1,0,0,0,0,0.25103,0.61587,0.396902
1307,'2018/02/16 17:43:00:581',17,380.385101,352.101776,54.535061,387.207092,302.440643,76.024643,450.674316,298.10321,78.364822,520.086487,304.115051,75.01989,577.648315,311.677246,66.873817,450.897064,300.039001,51.29335,1,0,0,0,0,0.25103,0.61587,0.396902
1308,'2018/02/16 17:43:00:631',17,380.056274,351.881958,54.517548,386.935486,302.24353,76.035187,450.174652,297.887695,78.375549,519.848083,303.951569,75.02964,577.393066,311.62558,66.8787,450.686615,299.809021,51.303818,1,0,0,0,0,0.25103,0.61587,0.396902
1309,'2018/02/16 17:43:00:681',17,379.396851,351.491364,54.493633,386.548401,301.946228,76.06057,449.524261,297.589813,78.380524,519.51709,303.72644,75.006462,576.818359,311.48175,66.829071,449.852661,299.340515,51.308311,1,0,0,0,0,0.25103,0.61587,0.396902
1310,'2018/02/16 17:43:00:731',17,379.566101,351.512665,54.43716,386.267609,301.776398,76.069717,449.01178,297.445313,78.369629,519.220032,303.586945,74.977013,576.296509,311.478271,66.783684,449.206879,299.109009,51.301098,1,0,0,0,0,0.25103,0.61587,0.396902
1311,'2018/02/16 17:43:00:780',17,379.67926,351.55072,54.405655,386.073151,301.759094,76.070557,448.543579,297.433044,78.362953,519.001221,303.527435,74.963692,575.992188,311.489014,66.764374,448.897583,299.003296,51.298138,1,0,0,0,0,0.25103,0.61587,0.396902
1312,'2018/02/16 17:43:00:831',17,379.774902,351.59787,54.384773,385.993439,301.751465,76.070282,448.225555,297.460815,78.357925,518.80011,303.542908,74.957565,575.816833,311.481995,66.756119,448.745026,298.951172,51.29668,1,0,0,0,0,0.25103,0.61587,0.396902
1313,'2018/02/16 17:43:00:881',17,379.805542,351.590759,54.358288,385.907288,301.738586,76.07235,447.916565,297.481384,78.354019,518.513123,303.593964,74.951309,575.569153,311.47168,66.742668,448.499329,298.836426,51.296436,1,0,0,0,0,0.25103,0.61587,0.396902
1314,'2018/02/16 17:43:00:931',17,379.748779,351.541321,54.327679,385.785645,301.785583,76.0737,447.577423,297.53186,78.350967,518.384033,303.561249,74.941223,575.309082,311.506592,66.725815,448.202148,298.699219,51.297344,1,0,0,0,0,0.25103,0.61587,0.396902
1315,'2018/02/16 17:43:00:981',17,379.811279,351.537659,54.298286,385.68457,301.832794,76.073883,447.054169,297.566467,78.348022,518.241211,303.55835,74.935661,575.065552,311.573517,66.716644,447.970764,298.609375,51.299088,1,0,0,0,0,0.25103,0.61587,0.396902
1316,'2018/02/16 17:43:01:031',17,379.795685,351.515747,54.288933,385.64798,301.876526,76.074043,446.732758,297.569,78.346542,518.15033,303.570862,74.932549,574.958618,311.555542,66.712143,447.849823,298.562439,51.299995,1,0,0,0,0,0.25103,0.61587,0.396902
1317,'2018/02/16 17:43:01:080',17,379.601135,351.445435,54.291859,385.650085,302.042847,76.072128,446.522644,297.639801,78.344864,518.07074,303.664001,74.92823,574.882568,311.627197,66.704575,447.751465,298.523621,51.300858,1,0,0,0,0,0.25103,0.61587,0.396902
1318,'2018/02/16 17:43:01:130',17,379.471649,351.394958,54.294266,385.720337,302.466797,76.061836,446.355804,297.876221,78.339462,518.075317,303.827087,74.92144,574.87146,311.7276,66.695938,447.702087,298.502167,51.302414,1,0,0,0,0,0.25103,0.61587,0.396902
1319,'2018/02/16 17:43:01:181',17,379.387207,351.335907,54.296852,385.666199,302.854248,76.046707,446.326111,298.020142,78.338783,518.06842,304.02243,74.919571,574.911438,311.804565,66.688904,447.690308,298.475098,51.304501,1,0,0,0,0,0.25103,0.61587,0.396902
1320,'2018/02/16 17:43:01:231',17,379.153137,351.180481,54.306625,385.713531,303.039978,76.03997,446.298096,298.131226,78.335358,518.134094,304.132294,74.910019,574.93103,311.886597,66.672577,447.653748,298.404358,51.304008,1,0,0,0,0,0.25103,0.61587,0.396902
1321,'2018/02/16 17:43:01:280',17,379.406982,351.20105,54.297272,385.834686,303.081604,76.023262,446.288574,298.187775,78.31987,518.233093,304.137817,74.899597,575.089478,311.827423,66.664871,447.832031,298.414856,51.290607,1,0,0,0,0,0.25103,0.61587,0.396902
1322,'2018/02/16 17:43:01:330',17,379.642029,351.256714,54.285484,385.944611,303.115875,76.011871,446.347351,298.191162,78.310577,518.401428,304.128174,74.890327,575.217285,311.806335,66.661026,447.980835,298.443054,51.281624,1,0,0,0,0,0.25103,0.61587,0.396902
1323,'2018/02/16 17:43:01:381',17,379.970184,351.348511,54.266808,386.062286,303.145782,76.004974,446.404053,298.190491,78.304817,518.582275,304.123077,74.883514,575.381531,311.767578,66.658272,448.108093,298.4776,51.276299,1,0,0,0,0,0.25103,0.61587,0.396902
1324,'2018/02/16 17:43:01:431',17,380.315674,351.465881,54.241604,386.189789,303.186157,75.999657,446.425354,298.13385,78.300934,518.703735,304.121246,74.880325,575.499512,311.711731,66.657173,448.196411,298.501526,51.272606,1,0,0,0,0,0.25103,0.61587,0.396902
1325,'2018/02/16 17:43:01:480',17,380.645599,351.587891,54.214493,386.253632,303.205414,75.996628,446.375153,298.092224,78.298325,518.755493,304.115173,74.878464,575.601685,311.615051,66.656944,448.251709,298.516541,51.270294,1,0,0,0,0,0.25103,0.61587,0.396902
1326,'2018/02/16 17:43:01:530',17,380.884735,351.688049,54.191525,386.274292,303.212219,75.993324,446.234253,297.959106,78.29686,518.781067,304.075073,74.877945,575.620422,311.542725,66.660454,448.303589,298.53064,51.268124,1,0,0,0,0,0.25103,0.61587,0.396902
1327,'2018/02/16 17:43:01:580',17,381.003662,351.740662,54.180481,386.265381,303.198639,75.991516,446.13974,297.845642,78.297218,518.746521,304.038635,74.880646,575.620483,311.439758,66.666298,448.344452,298.541687,51.266415,1,0,0,0,0,0.25103,0.61587,0.396902
1328,'2018/02/16 17:43:01:629',17,380.882568,351.483215,54.211315,386.320068,303.144226,76.012474,446.13678,297.736023,78.31488,518.783081,303.927429,74.893684,575.626282,311.368347,66.672043,448.331177,298.41687,51.281643,1,0,0,0,0,0.25103,0.61587,0.396902
1329,'2018/02/16 17:43:01:680',17,380.410889,350.983582,54.278931,386.315613,303.139648,76.037697,446.115997,297.696594,78.338387,518.821167,303.868774,74.910759,575.650208,311.261322,66.679955,448.300262,298.212158,51.303616,1,0,0,0,0,0.25103,0.61587,0.396902
1330,'2018/02/16 17:43:01:730',17,379.971344,350.540588,54.359951,386.188812,303.176086,76.057434,445.996338,297.664185,78.359543,518.79248,303.770691,74.930969,575.618591,311.224121,66.694839,448.271942,298.103699,51.323639,1,0,0,0,0,0.25103,0.61587,0.396902
1331,'2018/02/16 17:43:01:780',17,380.056915,350.398682,54.386021,385.894867,303.065552,76.05986,445.78894,297.564026,78.365646,518.705383,303.707367,74.941269,575.573303,311.206177,66.70871,448.311768,298.092285,51.327923,1,0,0,0,0,0.25103,0.61587,0.396902
