@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
1162,'2018/02/16 17:41:57:695',12,268.885925,314.692078,53.946793,380.32486,320.729248,74.278107,449.905945,323.446228,76.667625,518.030212,322.540039,73.471992,579.298523,323.920563,65.463135,443.155609,313.681152,49.287231,0,0,0,0,0,0,0,0
1163,'2018/02/16 17:41:57:745',12,268.767609,314.319214,53.791828,380.717041,320.022522,74.169167,450.22522,322.565491,76.549553,518.42395,321.599243,73.338623,579.780518,322.952332,65.312515,443.473511,313.240295,49.153896,0,0,0,0,0,0,0,0
1164,'2018/02/16 17:41:57:795',12,268.834717,314.164795,53.701889,381.213379,319.686493,74.072838,450.525208,322.153137,76.435356,518.377014,321.300507,73.21244,580.274231,322.252502,65.159004,443.690399,313.008362,49.034462,0,0,0,0,0,0,0,0
1165,'2018/02/16 17:41:57:845',12,269.290649,314.202332,53.652374,381.830231,319.488342,73.980621,451.00827,321.972382,76.323334,518.772583,321.120941,73.08725,580.456421,322.115234,65.042374,444.173798,312.946869,48.921391,0,0,0,0,0,0,0,0
1166,'2018/02/16 17:41:57:895',12,269.921021,314.162903,53.622765,382.437805,319.377808,73.923386,451.572998,321.926361,76.256233,519.29071,321.050476,73.017799,581.006165,322.106934,64.973839,444.848511,312.884644,48.857582,0,0,0,0,0,0,0,0
1167,'2018/02/16 17:41:57:944',12,270.455383,314.203461,53.603432,382.971252,319.125732,73.892433,451.956146,321.867767,76.213737,519.78656,320.879028,72.979324,581.386658,322.234863,64.941223,445.462738,312.825378,48.819149,0,0,0,0,0,0,0,0
1168,'2018/02/16 17:41:57:994',12,270.816345,314.2117,53.598244,383.290375,319.005005,73.876671,452.461639,321.658386,76.198746,520.402161,320.598328,72.957397,581.837097,322.15802,64.918091,445.904297,312.750427,48.801617,0,0,0,0,0,0,0,0
1169,'2018/02/16 17:41:58:044',12,271.195007,314.073486,53.571083,383.849884,318.800201,73.85981,453.114227,321.482239,76.178162,521.0177,320.497253,72.931175,582.473389,322.158142,64.887047,446.524719,312.614349,48.780685,0,0,0,0,0,0,0,0
1170,'2018/02/16 17:41:58:099',12,271.583618,313.968323,53.54567,384.502045,318.607147,73.841179,453.859558,321.301697,76.152161,521.762512,320.340332,72.895668,583.157532,322.084717,64.845032,447.110474,312.468689,48.754524,0,0,0,0,0,0,0,0
1171,'2018/02/16 17:41:58:144',12,271.989014,313.907379,53.489227,385.023224,318.549591,73.810326,454.424561,321.324585,76.11895,522.330505,320.425385,72.862831,584.008606,321.768768,64.810783,447.82663,312.331055,48.726673,0,0,0,0,0,0,0,0
1172,'2018/02/16 17:42:03:240',13,274.937805,314.413086,52.948616,393.539917,375.897278,59.676788,450.703156,323.531311,75.224014,518.808228,324.25415,71.859589,581.280945,325.095886,63.762043,446.845123,316.48291,47.768806,0,1,0,0,0,1,0,0
1173,'2018/02/16 17:42:03:291',13,275.020233,314.430756,52.965176,393.497162,375.581604,59.661221,450.868134,323.527771,75.220505,518.975098,324.288269,71.850296,581.293335,325.356689,63.749275,446.889984,316.563995,47.76759,0,1,0,0,0,1,0,0
1174,'2018/02/16 17:42:03:339',13,275.260803,314.521301,52.99567,393.527466,375.203674,59.645866,451.25705,323.470215,75.224304,519.339661,324.301392,71.844696,581.445801,325.642242,63.738571,447.056396,316.669037,47.769863,0,1,0,0,0,1,0,0
1175,'2018/02/16 17:42:03:389',13,275.574768,314.640503,53.021553,393.65271,374.882263,59.617619,451.627686,323.50296,75.231544,519.712891,324.376434,71.84716,581.770752,325.746216,63.738808,447.331879,316.762268,47.776405,0,1,0,0,0,1,0,0
1176,'2018/02/16 17:42:03:439',13,275.852966,314.671326,53.046707,393.84726,374.524048,59.566799,452.016113,323.586517,75.24205,520.120361,324.477112,71.85199,582.221802,325.817749,63.736713,447.625244,316.864014,47.786034,0,1,0,0,0,1,0,0
1177,'2018/02/16 17:42:03:490',13,276.015259,314.700378,53.052517,393.963928,374.259735,59.502998,452.259338,323.657288,75.246223,520.36792,324.580048,71.85289,582.432678,325.86673,63.739811,447.84021,316.895386,47.789467,0,1,0,0,0,1,0,0
1178,'2018/02/16 17:42:03:539',13,276.174713,314.785248,53.059265,394.052399,374.038635,59.443935,452.433594,323.736389,75.252319,520.597717,324.684204,71.85479,582.688599,325.901611,63.739178,448.057617,316.902496,47.794273,0,1,0,0,0,1,0,0
1179,'2018/02/16 17:42:03:589',13,276.307739,314.79068,53.070618,394.125824,373.893188,59.420837,452.589966,323.73114,75.262398,520.7771,324.708252,71.861282,582.7276,326.032104,63.748772,448.217285,316.870911,47.801647,0,1,0,0,0,1,0,0
1180,'2018/02/16 17:42:03:642',13,276.541077,314.744873,53.084496,394.346008,373.664948,59.380325,452.812134,323.726288,75.274414,521.033142,324.704742,71.871132,583.04425,325.931213,63.75309,448.472229,316.805023,47.811497,0,1,0,0,0,1,0,0
1181,'2018/02/16 17:42:03:690',13,276.703217,314.736115,53.086353,394.580841,373.463135,59.350719,453.003815,323.730225,75.278198,521.221741,324.711365,71.872749,583.411316,325.62915,63.749565,448.673279,316.750854,47.815105,0,1,0,0,0,1,0,0
1182,'2018/02/16 17:42:03:740',13,276.921814,314.827332,53.100605,394.953674,373.163574,59.377766,453.216034,323.703247,75.285263,521.474487,324.675842,71.876755,583.796692,324.987122,63.755608,448.887299,316.724304,47.821384,0,1,0,0,0,1,0,0
1183,'2018/02/16 17:42:03:790',13,276.99472,314.897552,53.111454,395.243622,372.837708,59.517624,453.345673,323.715759,75.290421,521.59613,324.674744,71.879684,583.978271,324.645752,63.760361,448.987488,316.727966,47.8284,0,1,0,0,0,1,0,0
1184,'2018/02/16 17:42:03:839',13,276.986725,314.903564,53.11285,395.39856,372.687134,59.578098,453.313721,323.716248,75.288231,521.599854,324.678192,71.877754,583.917847,324.699341,63.762569,449.0271,316.735199,47.830418,0,1,0,0,0,1,0,0
1185,'2018/02/16 17:42:03:889',13,276.917053,314.876953,53.106445,395.427582,372.582458,59.607227,453.229248,323.716003,75.287376,521.532043,324.650269,71.879082,583.186768,325.706085,63.774155,449.017395,316.727295,47.831844,0,1,0,0,0,1,0,0
1186,'2018/02/16 17:42:03:939',13,276.843506,314.895508,53.104141,395.459564,372.328033,59.786133,453.111755,323.756683,75.287689,521.425354,324.609589,71.883118,582.92688,326.029602,63.779526,448.971588,316.709351,47.835754,0,1,0,0,0,1,0,0
1187,'2018/02/16 17:42:03:989',13,276.817688,314.924561,53.106796,395.496246,372.175842,59.954254,453.044922,323.761261,75.288422,521.364319,324.573303,71.885445,583.053833,325.800171,63.776855,448.936188,316.709412,47.837406,0,1,0,0,0,1,0,0
1188,'2018/02/16 17:42:04:039',13,276.715637,315.02832,53.131718,395.538391,372.13385,60.101711,452.842468,323.800659,75.30368,521.182983,324.559967,71.901939,582.656006,326.140533,63.795502,448.777039,316.768433,47.852852,0,1,0,0,0,1,0,0
1189,'2018/02/16 17:42:04:089',13,276.528473,315.107483,53.156528,395.596619,372.128998,60.226845,452.618683,323.841553,75.32608,521.103088,324.441498,71.925285,582.636475,325.929932,63.813667,448.582642,316.829956,47.876335,0,1,0,0,0,1,0,0
1190,'2018/02/16 17:42:04:139',13,276.329468,315.161011,53.174988,395.553345,372.128082,60.302155,452.405365,323.833862,75.346542,520.88916,324.406097,71.948082,582.53772,325.838013,63.834202,448.381287,316.886719,47.89695,0,1,0,0,0,1,0,0
1191,'2018/02/16 17:42:04:189',13,276.204773,315.130219,53.175518,395.528961,372.128265,60.33123,452.282104,323.786041,75.352257,520.809692,324.312744,71.954033,582.940735,325.380554,63.81852,448.243683,316.914368,47.902866,0,1,0,0,0,1,0,0
1192,'2018/02/16 17:42:04:238',13,276.163788,315.102783,53.16935,395.528961,372.127808,60.338707,452.272522,323.741638,75.347282,520.780518,324.269592,71.948364,583.023804,325.181519,63.809227,448.1875,316.936035,47.897377,0,1,0,0,0,1,0,0
1193,'2018/02/16 17:42:04:289',13,276.09436,315.080505,53.158184,395.602203,372.075104,60.38652,452.303345,323.627777,75.329849,520.791138,324.149384,71.925934,583.048462,324.804565,63.787376,448.080322,316.981873,47.877609,0,1,0,0,0,1,0,0
1194,'2018/02/16 17:42:04:339',13,276.002686,315.061615,53.151932,395.677277,372.028229,60.41301,452.328949,323.547668,75.317558,520.808899,324.032227,71.910416,583.052917,324.613281,63.769314,447.991974,316.996582,47.864193,0,1,0,0,0,1,0,0
1195,'2018/02/16 17:42:04:388',13,275.919098,315.086548,53.145908,395.736908,371.99292,60.429619,452.326294,323.494202,75.310394,520.803406,323.953186,71.901031,583.001038,324.469971,63.763176,447.922089,316.988281,47.856518,0,1,0,0,0,1,0,0
1196,'2018/02/16 17:42:04:439',13,275.798798,315.087891,53.14172,395.774628,371.906738,60.468933,452.313232,323.431885,75.303551,520.796692,323.849854,71.891571,582.795166,324.572998,63.757519,447.814484,316.971069,47.849144,0,1,0,0,0,1,0,0
1197,'2018/02/16 17:42:04:488',13,275.673157,315.079437,53.135986,395.728546,371.860107,60.472389,452.263062,323.379547,75.297295,520.795532,323.721558,71.88475,582.733154,324.471069,63.748051,447.696533,316.954712,47.84256,0,1,0,0,0,1,0,0
1198,'2018/02/16 17:42:04:538',13,275.586792,315.063354,53.133121,395.683685,371.788269,60.473423,452.22348,323.325989,75.293388,520.768188,323.648376,71.879417,582.754089,324.248047,63.742256,447.612732,316.943481,47.837532,0,1,0,0,0,1,0,0
1199,'2018/02/16 17:42:04:587',13,275.523224,315.053375,53.13139,395.686279,371.749451,60.474747,452.229462,323.293915,75.287209,520.759277,323.590027,71.871246,582.727905,324.240631,63.73122,447.542725,316.936768,47.830917,0,1,0,0,0,1,0,0
1200,'2018/02/16 17:42:04:638',13,275.404663,315.026276,53.128342,395.674622,371.695618,60.478474,452.257996,323.250549,75.281143,520.722656,323.440979,71.864578,582.512207,324.349335,63.723991,447.425598,316.901886,47.824078,0,1,0,0,0,1,0,0
1201,'2018/02/16 17:42:04:688',13,275.212006,314.950867,53.115753,395.656158,371.619934,60.476318,452.245636,323.18512,75.274017,520.634033,323.26178,71.856163,582.363342,324.112793,63.712791,447.237091,316.806885,47.816105,0,1,0,0,0,1,0,0
1202,'2018/02/16 17:42:04:740',13,275.022308,314.819946,53.105698,395.610199,371.511902,60.469994,452.265564,323.036499,75.264343,520.526978,323.129425,71.83976,582.094238,324.125824,63.696526,447.046021,316.66449,47.803848,0,1,0,0,0,1,0,0
1203,'2018/02/16 17:42:09:734',14,274.096802,312.17334,53.172817,374.118408,312.68512,72.691177,431.866058,365.549377,63.240345,508.261078,330.632996,71.006134,572.655029,322.151428,63.450394,442.943146,310.305542,47.355339,0,0,1,0,0,0,1,0
1204,'2018/02/16 17:42:09:783',14,274.018494,312.053284,53.155212,374.001068,312.666809,72.682106,431.869507,365.201965,63.318813,508.174774,330.541382,71.003235,572.554626,322.088379,63.445763,442.844055,310.224884,47.347942,0,0,1,0,0,0,1,0
1205,'2018/02/16 17:42:09:833',14,273.959595,311.990936,53.143848,373.953003,312.613647,72.676865,431.756378,365.075226,63.322105,508.085114,330.465393,71.002472,572.487183,322.041565,63.442284,442.780609,310.173096,47.342121,0,0,1,0,0,0,1,0
1206,'2018/02/16 17:42:09:883',14,273.940887,311.957581,53.136169,373.902649,312.545715,72.670959,431.680664,364.98941,63.320259,507.97345,330.379456,71.001244,572.406982,322.022675,63.436699,442.720856,310.130371,47.334953,0,0,1,0,0,0,1,0
1207,'2018/02/16 17:42:09:933',14,273.923737,311.942261,53.129196,373.83139,312.485901,72.664566,431.777527,364.870178,63.352661,507.88623,330.287567,70.998253,572.355957,321.988586,63.427681,442.663086,310.091431,47.327229,0,0,1,0,0,0,1,0
1208,'2018/02/16 17:42:09:983',14,273.885864,311.908386,53.125374,373.791748,312.414917,72.659012,431.949341,364.70401,63.420631,507.812805,330.212067,70.990639,572.307007,321.941772,63.415062,442.574707,310.05249,47.318672,0,0,1,0,0,0,1,0
1209,'2018/02/16 17:42:10:033',14,273.868805,311.868835,53.130325,373.777588,312.321442,72.654297,432.037079,364.567444,63.455322,507.782288,330.095215,70.983574,572.266296,321.871979,63.402122,442.483185,310.010559,47.310452,0,0,1,0,0,0,1,0
1210,'2018/02/16 17:42:10:081',14,273.897003,311.821045,53.135834,373.800415,312.197205,72.647453,432.157379,364.390839,63.48534,507.767303,329.924988,70.976067,572.235229,321.697021,63.390762,442.410583,309.949219,47.300087,0,0,1,0,0,0,1,0
1211,'2018/02/16 17:42:10:132',14,273.913025,311.683868,53.134327,373.75705,311.992737,72.639603,432.461121,364.08252,63.523773,507.772888,329.557434,70.974533,572.224854,321.287231,63.38607,442.354248,309.75061,47.29184,0,0,1,0,0,0,1,0
1212,'2018/02/16 17:42:10:183',14,273.915894,311.536438,53.137779,373.638092,311.651123,72.639763,432.760376,363.654419,63.571465,507.722687,329.041321,70.986603,572.190918,320.762634,63.393658,442.285767,309.412354,47.293716,0,0,1,0,0,0,1,0
1213,'2018/02/16 17:42:10:232',14,273.90036,311.282654,53.143627,373.423798,311.226196,72.654602,432.750702,363.224182,63.625641,507.507813,328.569458,71.025269,572.070374,320.297089,63.436249,442.260925,309.067657,47.316803,0,0,1,0,0,0,1,0
1214,'2018/02/16 17:42:10:282',14,274.020996,310.8078,53.142757,373.138794,310.652374,72.679504,432.603699,362.642975,63.668922,507.170319,328.028381,71.089455,571.928833,319.67627,63.521919,442.421204,308.449463,47.362698,0,0,1,0,0,0,1,0
1215,'2018/02/16 17:42:10:333',14,273.942596,310.438599,53.145309,372.909088,310.179413,72.69252,432.410248,362.176636,63.702927,506.884521,327.584625,71.121521,571.730042,319.202301,63.560432,442.340088,308.043854,47.382595,0,0,1,0,0,0,1,0
1216,'2018/02/16 17:42:10:382',14,273.750275,310.154602,53.161835,372.661072,309.769104,72.712929,432.121277,361.824371,63.742611,506.566162,327.264282,71.148369,571.428589,318.895508,63.589127,442.101379,307.753906,47.403477,0,0,1,0,0,0,1,0
1217,'2018/02/16 17:42:10:432',14,273.536102,309.976685,53.193718,372.341217,309.468933,72.736908,431.706238,361.566711,63.782459,506.188934,327.045776,71.173492,571.074097,318.710999,63.613304,441.774109,307.534729,47.426411,0,0,1,0,0,0,1,0
1218,'2018/02/16 17:42:10:482',14,273.332214,309.776245,53.202015,372.092621,309.278931,72.747116,431.371765,361.399292,63.810947,505.895874,326.898865,71.191437,570.822693,318.613403,63.630894,441.574249,307.419373,47.438499,0,0,1,0,0,0,1,0
1219,'2018/02/16 17:42:10:534',14,273.178894,309.633118,53.205051,371.828583,309.164276,72.752457,431.127625,361.25705,63.84161,505.647095,326.790466,71.206947,570.609741,318.542755,63.647797,441.423767,307.333038,47.448402,0,0,1,0,0,0,1,0
1220,'2018/02/16 17:42:10:585',14,273.075256,309.535889,53.209599,371.630463,309.072266,72.756378,430.925629,361.166992,63.853477,505.471252,326.717834,71.216553,570.470825,318.501099,63.657185,441.30896,307.270966,47.454865,0,0,1,0,0,0,1,0
1221,'2018/02/16 17:42:10:631',14,272.880493,309.356079,53.226429,371.482605,308.910278,72.765663,430.645813,361.013916,63.864368,505.26532,326.580627,71.219566,570.307129,318.429932,63.650276,441.060852,307.163208,47.458767,0,0,1,0,0,0,1,0
1222,'2018/02/16 17:42:10:682',14,272.797668,309.238953,53.243427,371.404694,308.75946,72.776192,430.454071,360.860657,63.875053,505.114746,326.429688,71.228806,570.24646,318.331818,63.650242,440.929443,307.06015,47.465729,0,0,1,0,0,0,1,0
1223,'2018/02/16 17:42:10:731',14,272.864258,309.067261,53.27179,371.355591,308.610809,72.797676,430.311523,360.668427,63.901226,504.922272,326.240417,71.263664,570.291382,318.202393,63.678402,440.98175,306.9104,47.491089,0,0,1,0,0,0,1,0
1224,'2018/02/16 17:42:10:781',14,272.970337,309.147522,53.315536,371.300201,308.42157,72.829086,430.227661,360.453064,63.935699,504.782166,325.998535,71.305161,570.350098,317.996582,63.712402,441.001007,306.720703,47.524868,0,0,1,0,0,0,1,0
1225,'2018/02/16 17:42:10:837',14,272.925537,309.053833,53.3279,371.261871,308.334595,72.837769,430.172058,360.322571,63.950226,504.725677,325.860596,71.314919,570.337646,317.87146,63.716995,440.942139,306.634277,47.532452,0,0,1,0,0,0,1,0
1226,'2018/02/16 17:42:10:881',14,272.713715,308.816467,53.346252,371.106079,308.112,72.852478,430.053802,359.9841,63.989693,504.535126,325.5289,71.327972,570.208984,317.564331,63.718575,440.704559,306.432861,47.542606,0,0,1,0,0,0,1,0
1227,'2018/02/16 17:42:10:931',14,272.403473,308.577332,53.360298,370.797058,307.991455,72.865555,429.902679,359.677246,64.059036,504.198975,325.278259,71.342781,569.96167,317.323273,63.725292,440.39566,306.268707,47.555,0,0,1,0,0,0,1,0
1228,'2018/02/16 17:42:10:981',14,272.086975,308.436462,53.373215,370.46756,307.891724,72.876312,429.824341,359.411499,64.163025,503.749146,325.141418,71.354927,569.660278,317.192535,63.733063,440.082458,306.185242,47.56485,0,0,1,0,0,0,1,0
1229,'2018/02/16 17:42:15:227',15,274.423553,307.721558,53.129143,368.380371,303.14325,72.788994,428.949463,308.959534,75.245041,466.898376,352.527649,63.163647,560.768433,301.713776,64.306236,437.809021,302.716553,47.623055,0,0,0,1,0,0,0,1
1230,'2018/02/16 17:42:15:278',15,274.445801,307.78653,53.126266,368.237976,303.096436,72.779716,428.774475,309.12207,75.232109,466.749176,352.477966,63.164207,560.576782,301.702026,64.31115,437.707916,302.650208,47.617119,0,0,0,1,0,0,0,1
1231,'2018/02/16 17:42:15:329',15,274.469543,307.807983,53.109558,368.044373,302.995941,72.75145,428.503326,309.390076,75.194016,466.53067,352.348999,63.15987,560.350708,301.627808,64.297318,437.554382,302.52002,47.593815,0,0,0,1,0,0,0,1
1232,'2018/02/16 17:42:15:377',15,274.513489,307.691284,53.078114,368.012817,303.108276,72.701889,428.331268,309.596924,75.138657,466.290955,352.165894,63.150818,560.118164,301.586914,64.27124,437.413635,302.360962,47.554436,0,0,0,1,0,0,0,1
1233,'2018/02/16 17:42:15:429',15,274.621216,307.674988,53.057396,368.040161,303.129456,72.659378,428.276947,309.726135,75.089996,466.154449,352.039734,63.153954,559.973145,301.59668,64.243927,437.294281,302.261292,47.51757,0,0,0,1,0,0,0,1
1234,'2018/02/16 17:42:15:477',15,274.602325,307.582764,53.046371,368.101501,303.204041,72.639404,428.277466,309.857971,75.065636,466.126709,352.063446,63.160816,559.91803,301.621002,64.231155,437.232239,302.222382,47.500557,0,0,0,1,0,0,0,1
1235,'2018/02/16 17:42:15:527',15,274.58493,307.525604,53.040211,368.126129,303.17688,72.628654,428.306244,309.9151,75.052094,466.168213,352.078949,63.17189,559.922241,301.631775,64.221649,437.188995,302.192719,47.49012,0,0,0,1,0,0,0,1
1236,'2018/02/16 17:42:15:578',15,274.630127,307.527924,53.043125,368.162079,303.127045,72.623779,428.350677,309.9198,75.04554,466.243042,352.055969,63.181309,559.970581,301.602478,64.214722,437.178864,302.158691,47.484955,0,0,0,1,0,0,0,1
1237,'2018/02/16 17:42:15:627',15,274.676178,307.504761,53.047001,368.228516,303.042725,72.62265,428.397705,309.87616,75.043121,466.282349,351.995789,63.193291,560.007568,301.560303,64.211456,437.189758,302.107056,47.483158,0,0,0,1,0,0,0,1
1238,'2018/02/16 17:42:15:677',15,274.682434,307.448181,53.052296,368.2258,302.911377,72.626106,428.385803,309.786621,75.046768,466.245117,351.929749,63.207344,560.012817,301.525879,64.214127,437.171783,302.039917,47.486526,0,0,0,1,0,0,0,1
1239,'2018/02/16 17:42:15:727',15,274.626221,307.32196,53.058758,368.148285,302.733215,72.636276,428.318695,309.662109,75.05867,466.182373,351.877869,63.229473,559.969177,301.453064,64.227859,437.127686,301.935852,47.498322,0,0,0,1,0,0,0,1
1240,'2018/02/16 17:42:15:776',15,274.598114,307.305359,53.068302,368.102448,302.634369,72.644913,428.274261,309.580078,75.068466,466.216705,351.88446,63.243038,559.935059,301.368958,64.239365,437.098633,301.861908,47.508396,0,0,0,1,0,0,0,1
1241,'2018/02/16 17:42:15:826',15,274.581543,307.324402,53.082554,368.004211,302.500671,72.653915,428.197998,309.477051,75.079506,466.186401,351.849976,63.260201,559.874817,301.280273,64.25296,437.044128,301.766846,47.519432,0,0,0,1,0,0,0,1
1242,'2018/02/16 17:42:15:876',15,274.648346,307.450562,53.103073,367.896301,302.447266,72.655563,428.094635,309.45163,75.083374,466.10199,351.819366,63.27269,559.789429,301.262726,64.265068,436.997589,301.67807,47.525227,0,0,0,1,0,0,0,1
1243,'2018/02/16 17:42:15:926',15,274.639709,307.464111,53.099834,367.826172,302.487946,72.65284,428.025909,309.439728,75.084305,465.99939,351.817261,63.279182,559.713013,301.270355,64.272514,436.961975,301.628113,47.52729,0,0,0,1,0,0,0,1
1244,'2018/02/16 17:42:15:977',15,274.677185,307.528625,53.099392,367.770752,302.623657,72.647232,427.970032,309.492981,75.082283,465.923004,351.805328,63.287907,559.633057,301.279236,64.279442,436.9198,301.573669,47.528713,0,0,0,1,0,0,0,1
1245,'2018/02/16 17:42:16:026',15,274.764587,307.695068,53.11356,367.73053,302.732361,72.644386,427.930664,309.557373,75.081985,465.870605,351.805298,63.297043,559.563904,301.323578,64.287933,436.880615,301.533569,47.531494,0,0,0,1,0,0,0,1
1246,'2018/02/16 17:42:16:078',15,274.82724,307.822998,53.126728,367.70047,302.865112,72.642578,427.934296,309.620605,75.083557,465.81662,351.800873,63.309204,559.511536,301.392365,64.296616,436.84375,301.501678,47.53545,0,0,0,1,0,0,0,1
1247,'2018/02/16 17:42:16:127',15,274.813873,307.838409,53.12812,367.707581,303.032593,72.639679,427.934235,309.699036,75.083725,465.772156,351.800842,63.31908,559.462524,301.464844,64.30497,436.820221,301.481323,47.538624,0,0,0,1,0,0,0,1
1248,'2018/02/16 17:42:16:178',15,274.770203,307.808167,53.119865,367.694031,303.081024,72.638733,427.930878,309.765076,75.08429,465.752045,351.822296,63.326683,559.472595,301.533936,64.310577,436.804077,301.466125,47.541298,0,0,0,1,0,0,0,1
1249,'2018/02/16 17:42:16:226',15,274.741882,307.779968,53.111004,367.775146,303.130951,72.638916,428.031982,309.873535,75.082108,465.757965,351.845886,63.329857,559.501953,301.568207,64.311508,436.802002,301.46637,47.54184,0,0,0,1,0,0,0,1
1250,'2018/02/16 17:42:16:276',15,274.743439,307.740967,53.105751,367.869843,303.133484,72.639107,428.108215,309.938416,75.080429,465.737854,351.844421,63.337132,559.581665,301.574982,64.310913,436.822571,301.474884,47.54224,0,0,0,1,0,0,0,1
1251,'2018/02/16 17:42:16:326',15,274.761841,307.689697,53.097473,367.947876,303.106201,72.63855,428.134155,309.963409,75.079163,465.696686,351.85144,63.344467,559.655151,301.625061,64.312256,436.858429,301.495331,47.542358,0,0,0,1,0,0,0,1
1252,'2018/02/16 17:42:16:376',15,274.798828,307.654297,53.093266,368.045258,303.068909,72.638916,428.19046,309.973083,75.078995,465.716766,351.853241,63.352642,559.848328,301.613892,64.306816,436.912018,301.520813,47.542698,0,0,0,1,0,0,0,1
1253,'2018/02/16 17:42:16:426',15,274.978058,307.628967,53.086205,368.223663,302.972229,72.642204,428.280762,309.964966,75.083771,465.823608,351.853638,63.364861,560.184082,301.562195,64.309357,437.112701,301.541199,47.548447,0,0,0,1,0,0,0,1
1254,'2018/02/16 17:42:16:477',15,275.149048,307.590179,53.08131,368.337463,302.892181,72.646378,428.404358,309.924652,75.093216,465.925781,351.877533,63.369198,560.392151,301.588562,64.322502,437.325348,301.562073,47.556786,0,0,0,1,0,0,0,1
1255,'2018/02/16 17:42:16:526',15,275.319336,307.591461,53.091656,368.552826,302.832642,72.653969,428.602203,309.891418,75.102005,466.012878,351.9552,63.363846,560.588806,301.694336,64.327087,437.502686,301.648895,47.56295,0,0,0,1,0,0,0,1
1256,'2018/02/16 17:42:16:576',15,275.509827,307.634491,53.108212,368.877167,302.820923,72.660858,428.963867,309.914063,75.105072,466.221375,352.018585,63.357395,560.947144,301.696869,64.312248,437.683441,301.762695,47.564835,0,0,0,1,0,0,0,1
1257,'2018/02/16 17:42:16:626',15,275.610474,307.602478,53.115875,369.217773,302.823975,72.669937,429.313141,309.972961,75.107834,466.52774,352.062378,63.354332,561.343018,301.621826,64.299911,437.881897,301.8461,47.569576,0,0,0,1,0,0,0,1
1258,'2018/02/16 17:42:16:675',15,275.600677,307.532959,53.118549,369.425385,302.852722,72.676613,429.546326,310.056458,75.110184,466.710938,352.09668,63.338249,561.621521,301.567627,64.296844,438.027405,301.873596,47.575348,0,0,0,1,0,0,0,1
1259,'2018/02/16 17:42:16:728',15,275.664307,307.533295,53.123001,369.549896,302.830322,72.680031,429.687805,310.054016,75.112305,466.831879,352.101379,63.329056,561.77771,301.542023,64.295128,438.118683,301.889282,47.577526,0,0,0,1,0,0,0,1
1260,'2018/02/16 17:42:16:776',15,275.746674,307.521454,53.128468,369.678925,302.817505,72.685112,429.863861,310.048431,75.117722,466.965118,352.109924,63.323204,561.9599,301.525818,64.29657,438.236389,301.898193,47.582275,0,0,0,1,0,0,0,1
1261,'2018/02/16 17:42:16:825',15,275.85083,307.487701,53.131092,369.815857,302.848419,72.699608,430.040985,310.086182,75.134979,467.074982,352.184052,63.30901,562.255066,301.525452,64.312958,438.4487,301.893555,47.600121,0,0,0,1,0,0,0,1
1262,'2018/02/16 17:42:16:875',15,275.922729,307.514221,53.137474,369.882141,302.918335,72.707977,430.131744,310.124634,75.145432,467.092712,352.268616,63.288658,562.381958,301.536377,64.323563,438.539642,301.909668,47.611015,0,0,0,1,0,0,0,1
1263,'2018/02/16 17:42:16:926',15,275.924927,307.516846,53.138313,369.873474,302.96759,72.709473,430.138062,310.155457,75.148453,467.069855,352.31134,63.273781,562.405029,301.555756,64.327728,438.555298,301.922791,47.614594,0,0,0,1,0,0,0,1
1264,'2018/02/16 17:42:16:976',15,275.906769,307.50592,53.135838,369.857239,302.990997,72.707787,430.13092,310.181854,75.146858,467.027161,352.348816,63.260468,562.422729,301.58725,64.323952,438.537598,301.939148,47.61306,0,0,0,1,0,0,0,1
1265,'2018/02/16 17:42:17:025',15,275.918823,307.537476,53.132835,369.856201,303.08374,72.701477,430.119232,310.266602,75.139786,467.008789,352.386383,63.247341,562.480469,301.597534,64.314148,438.530853,301.975159,47.608097,0,0,0,1,0,0,0,1
1266,'2018/02/16 17:42:17:075',15,276.038513,307.77533,53.130684,369.824799,303.764954,72.674767,430.066956,310.646729,75.121536,467.028625,352.534119,63.237946,562.56189,301.837769,64.310799,438.614624,302.125793,47.601559,0,0,0,1,0,0,0,1
1267,'2018/02/16 17:42:50:042',16,302.357788,304.784912,57.000008,432.518433,317.997314,75.826691,483.757629,305.17218,77.122932,555.176208,310.347626,72.68541,559.493713,351.393524,58.162086,471.809601,314.269897,50.244926,0,0,0,0,1,0.675308,0.194534,0.624508
